paper_id,title,session,sentence_index,label_id,label_name,label_english,confidence,rule_reason,sentence,url
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,2,3,기존 한계,Prior limitation,0.91,prior limitation,"While existing approaches often attempt to address this fundamental problem by co-training on large and diverse human and humanoid data, we argue that this strategy is suboptimal due to the fundamental kinematic and motion disparities between humans and humanoid robots.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,3,5,방법,Method,0.88,proposed method,"Therefore, data efficiency and model performance remain unsatisfactory despite the considerable data volume.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,4,2,문제,Problem,0.88,specific problem,"To address this challenge, Ψ₀ decouples the learning process to maximize the utility of heterogeneous data sources.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,5,5,방법,Method,0.88,proposed method,"Specifically, we propose a staged training paradigm with different learning objectives: First, we autoregressively pre-train a VLM backbone on large-scale egocentric human videos to acquire generalizable visual-action representations.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,6,5,방법,Method,0.58,default technical contribution sentence,"Then, we post-train a flow-based action expert on high-quality humanoid robot data to learn precise robot joint control.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,7,8,결과,Result,0.93,reported result,"Our research further identifies a critical yet often overlooked data recipe: in contrast to approaches that scale with noisy Internet clips or heterogeneous cross-embodiment robot datasets, we demonstrate that pre-training on high-quality egocentric human manipulation data followed by post-training on domain-specific real-world humanoid trajectories yields superior performance.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,8,9,비교,Comparison,0.93,comparison to baselines,"Extensive real-world experiments demonstrate that \ours\ achieves the best performance using only about 800 hours of human video data and 30 hours of real-world robot data, outperforming baselines pre-trained on more than 10× as much data by over 40% in overall success rate across multiple real and simulation tasks.",https://roboticsconference.org/program/papers/21/
21,Ψ0Ψ0\Psi_0: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,Humanoids,9,13,자원 공개,Resources,0.93,resource disclosure,"We will open-source the entire ecosystem to the community, including a data processing and training pipeline, a humanoid foundation model, and a real-time action inference engine.",https://roboticsconference.org/program/papers/21/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,1,3,기존 한계,Prior limitation,0.91,prior limitation,"While recent advances have demonstrated strong performance in individual humanoid skills such as upright locomotion, fall recovery and whole-body coordination, learning a single policy that masters all these skills remains challenging due to the diverse dynamics and conflicting control objectives involved.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,2,4,목표,Goal,0.88,paper goal,"To address this, we introduce X-Loco, a framework for training a vision-based generalist humanoid locomotion policy.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,3,6,핵심 아이디어,Key idea,0.88,key mechanism,"X-Loco trains multiple oracle specialist policies and adopts a synergetic policy distillation with a case-adaptive specialist selection mechanism, which dynamically leverages multiple specialist policies to guide a vision-based student policy.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,4,6,핵심 아이디어,Key idea,0.88,key mechanism,"This design enables the student to acquire a broad spectrum of locomotion skills, ranging from fall recovery to terrain traversal and whole-body coordination skills.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,5,5,방법,Method,0.88,proposed method,"To the best of our knowledge, X-Loco is the first framework to demonstrate vision-based humanoid locomotion that jointly integrates upright locomotion, whole-body coordination and fall recovery, while operating solely under velocity commands without relying on reference motions.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,6,8,결과,Result,0.93,reported result,"Experimental results show that X-Loco achieves superior performance, demonstrated by tasks such as fall recovery and terrain traversal.",https://roboticsconference.org/program/papers/22/
22,X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation,Humanoids,7,6,핵심 아이디어,Key idea,0.88,key mechanism,Ablation studies further highlight that our framework effectively leverages specialist expertise and enhances learning efficiency.,https://roboticsconference.org/program/papers/22/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,1,1,배경,Background,0.68,opening context sentence,Achieving safe manipulation-oriented navigation for humanoid robots is fundamentally challenged by two factors: locomotion-induced perceptual distortion (causing semantic-geometry distortion) and changes within the environment (causing map-reality mismatches).,https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,2,3,기존 한계,Prior limitation,0.91,prior limitation,"Existing static scene graphs often fail under these conditions, leading to interaction failures.",https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,3,4,목표,Goal,0.88,paper goal,"To address this, we introduce the Multi-modal Interaction Field (MIF), a hierarchical framework that transforms the robot from a passive map-user into an active knowledge-evolver.",https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,4,5,방법,Method,0.88,proposed method,"MIF constructs three synergistic fields: (i) a denoised Appearance Field utilizing confidence-gated 3D Gaussian Splatting to suppress gait oscillation noise; (ii) a hierarchical Spatial Field for semantic reasoning; and (iii) Geometry Field, leveraging a Flow Matching based generative model to reconstruct high-fidelity meshes for rigorous Interaction Pose Safety (IPS) verification against the target object.",https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,5,5,방법,Method,0.88,proposed method,"Crucially, we propose a closed-loop Interaction and Adaptation Mechanism to adapt to environmental changes.",https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,6,5,방법,Method,0.58,default technical contribution sentence,"By monitoring a multi-modal discrepancy score \mathcal{D}, the system autonomously distinguishes between sensor noise and genuine environmental changes (e.g., relocated objects), triggering a local evolution loop to rectify obsolete memory.",https://roboticsconference.org/program/papers/23/
23,Learning to Evolve: Multi-modal Interactive Fields for Robust Humanoid Navigation in Dynamic Environments,Humanoids,7,9,비교,Comparison,0.93,comparison to baselines,"Real-world experiments on a Unitree-G1 humanoid demonstrate that MIF significantly outperforms static baselines (HOV-SG), improving the success rate in dynamic relocation scenarios from 12% to 94%, while reducing semantic memory footprint by 91.4% via feature distillation.",https://roboticsconference.org/program/papers/23/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,1,5,방법,Method,0.88,proposed method,"This paper presents the MOBIUS platform, a bipedal robot capable of walking, crawling, climbing, and rolling.",https://roboticsconference.org/program/papers/24/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,2,5,방법,Method,0.58,default technical contribution sentence,"MOBIUS features four limbs, two 6-DoF arms with two-finger grippers for manipulation and climbing, and two 4-DoF legs for locomotion–enabling smooth transitions across diverse terrains without reconfiguration.",https://roboticsconference.org/program/papers/24/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,3,5,방법,Method,0.88,proposed method,A hybrid control architecture combines reinforcement learning for locomotion and admittance control enhanced for safety by a Reference Governor and auto-tuning toward compliant contact interactions during manipulation.,https://roboticsconference.org/program/papers/24/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,4,5,방법,Method,0.58,default technical contribution sentence,A high-level MIQCP planner autonomously selects locomotion modes to balance stability and energy efficiency.,https://roboticsconference.org/program/papers/24/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,5,8,결과,Result,0.93,reported result,"Hardware experiments demonstrate robust gait transitions, dynamic climbing, and full-body load support via pinch grasp.",https://roboticsconference.org/program/papers/24/
24,"MOBIUS: A Multi-Modal Bipedal Robot that can Walk, Crawl, Climb, and Roll",Humanoids,6,4,목표,Goal,0.88,paper goal,"Overall, MOBIUS demonstrates the importance of tight integration between morphology, high-level planning, and control to enable mobile loco-manipulation and grasping, substantially expanding its interaction capabilities, workspace, and traversability.",https://roboticsconference.org/program/papers/24/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,1,7,검증,Validation,0.88,validation setup,Real-time whole-body teleoperation is a critical method for humanoid robots to perform complex tasks in unstructured environments.,https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,2,2,문제,Problem,0.88,specific problem,"However, developing a unified controller that robustly supports diverse human motions remains a significant challenge.",https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,3,3,기존 한계,Prior limitation,0.88,prior limitation,"Existing methods typically distill multiple expert policies into a single general policy, which often inevitably leads to performance degradation, particularly on highly dynamic motions.",https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,4,8,결과,Result,0.93,reported result,"This paper presents TeleGate, a unified whole-body teleoperation framework for humanoid robots that achieves high-precision tracking across various motions while avoiding the performance loss inherent in knowledge distillation.",https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,5,6,핵심 아이디어,Key idea,0.88,key mechanism,"Our key idea is to preserve the full capability of domain-specific expert policies by training a lightweight gating network, which dynamically activates experts in real-time based on proprioceptive states and reference trajectories.",https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,6,3,기존 한계,Prior limitation,0.88,prior limitation,"Furthermore, to compensate for the absence of future reference trajectories in real-time teleoperation, we introduce a VAE-based motion prior module that extracts implicit future motion intent from historical observations, enabling anticipatory control for motions requiring prediction such as jumping and standing up.",https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,7,7,검증,Validation,0.88,validation setup,We conducted empirical evaluations in simulation and also deployed our technique on the Unitree G1 humanoid robot.,https://roboticsconference.org/program/papers/25/
25,TeleGate: Whole-Body Humanoid Teleoperation via Gated Expert Selection with Motion Prior,Humanoids,8,9,비교,Comparison,0.93,comparison to baselines,"Using only 2.5 hours of motion capture data for training, our TeleGate achieves high-precision real-time teleoperation across diverse dynamic motions (e.g., running, fall recovery, and jumping), significantly outperforming the baseline methods in both tracking accuracy and success rate.",https://roboticsconference.org/program/papers/25/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,1,8,결과,Result,0.93,reported result,"Learning agile humanoid behaviors from human motion offers a powerful route to natural, coordinated control, but existing approaches face a persistent trade-off: reference-tracking policies are often brittle outside the demonstration dataset, while purely task-driven Reinforcement Learning (RL) can achieve adaptability at the cost of motion quality.",https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,2,3,기존 한계,Prior limitation,0.91,prior limitation,We introduce a unified multi-task RL framework that bridges this gap by treating reference motion as a prior for behavioral shaping rather than a deployment-time constraint.,https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,3,6,핵심 아이디어,Key idea,0.88,key mechanism,"A single goal-conditioned policy is trained jointly on two tasks that share the same observation and action spaces, but differ in their initialization schemes, command spaces, and reward structures: (i) a reference-guided imitation task in which reference trajectories define dense imitation rewards but are not provided as policy inputs, and (ii) a goal-conditioned generalization task in which goals are sampled independently of any reference and where rewards reflect only task success.",https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,4,6,핵심 아이디어,Key idea,0.88,key mechanism,"By co-optimizing these objectives within a shared formulation, the policy acquires structured, human-like motor skills from dense reference supervision while learning to adapt these skills to novel goals and initial conditions.",https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,5,5,방법,Method,0.58,default technical contribution sentence,"This is achieved without adversarial objectives, explicit trajectory tracking, phase variables, or reference-dependent inference.",https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,6,5,방법,Method,0.88,proposed method,"We evaluate the method in a challenging box-based parkour playground that demands diverse athletic behaviors (e.g., jumping and climbing), and show that the learned controller transfers beyond the reference distribution while preserving motion naturalness.",https://roboticsconference.org/program/papers/26/
26,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,Humanoids,7,5,방법,Method,0.58,default technical contribution sentence,"Finally, we demonstrate long-horizon behavior generation by composing multiple learned skills, illustrating the flexibility of the learned polices in complex scenarios.",https://roboticsconference.org/program/papers/26/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,1,3,기존 한계,Prior limitation,0.91,prior limitation,"Achieving robust vision-based humanoid locomotion remains challenging due to two fundamental issues: the sim-toreal gap introduces significant perception noise that degrades performance on fine-grained tasks, and training a unified policy across diverse terrains is hindered by conflicting learning objectives.",https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,2,5,방법,Method,0.88,proposed method,"To address these challenges, we present an end-to-end framework for vision-driven humanoid locomotion.",https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,3,5,방법,Method,0.88,proposed method,"For robust sim-to-real transfer, we develop a high-fidelity depth sensor simulation that captures stereo matching artifacts and calibration uncertainties inherent in real-world sensing.",https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,4,6,핵심 아이디어,Key idea,0.88,key mechanism,"We further propose a vision-aware behavior distillation approach that combines latent space alignment with noise-invariant auxiliary tasks, enabling effective knowledge transfer from privileged height maps to noisy depth observations.",https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,5,5,방법,Method,0.88,proposed method,"For versatile terrain adaptation, we introduce terrain-specific reward shaping integrated with multi-critic and multi-discriminator learning, where dedicated networks capture the distinct dynamics and motion priors of each terrain type.",https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,6,5,방법,Method,0.88,proposed method,We validate our approach on two humanoid platforms equipped with different stereo depth cameras.,https://roboticsconference.org/program/papers/27/
27,Now You See That: Learning End-to-End Humanoid Locomotion from Raw Pixels,Humanoids,7,5,방법,Method,0.88,proposed method,"The resulting policy demonstrates robust performance across diverse environments, seamlessly handling extreme challenges such as high platforms and wide gaps, as well as fine-grained tasks including bidirectional long-term staircase traversal.",https://roboticsconference.org/program/papers/27/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,1,3,기존 한계,Prior limitation,0.91,prior limitation,"Enabling humanoid robots to operate in complex, dynamic environments remains a critical challenge, fundamentally limited by the ability to navigate robustly, safely, and accurately.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,2,7,검증,Validation,0.88,validation setup,"While reinforcement learning with velocity-commanded policies has achieved remarkable robustness in humanoid locomotion, this approach lacks explicit control of the foothold placement, leading to unsafe behavior, such as stepping onto human feet, or imprecise navigation, hindering the following manipulation task.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,3,5,방법,Method,0.58,default technical contribution sentence,"Conversely, explicit foothold-tracking policies offer a promising alternative by directly being commanded with target foot poses.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,4,3,기존 한계,Prior limitation,0.88,prior limitation,"However, existing approaches are often limited by unrealistic state assumptions, compromising real-world deployment, or they are part of staged pipelines, making them tied to specific downstream tasks.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,5,5,방법,Method,0.88,proposed method,"In this work, we introduce a novel, lightweight framework for training general-purpose 3D foothold-tracking policies.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,6,6,핵심 아이디어,Key idea,0.88,key mechanism,"By dynamically providing footstep support through a goal sampler, this method enables the learned policy to be agnostic to specific terrains.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,7,7,검증,Validation,0.88,validation setup,"Our new target representation effectively mitigates challenges arising in the real world, such as noisy and inaccurate pose estimation and foot contact estimation.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,8,5,방법,Method,0.88,proposed method,"Designed for direct real-world transfer, our policy acts as a standalone low-level controller that can be seamlessly paired with various high-level foothold generators.",https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,9,5,방법,Method,0.88,proposed method,We demonstrate the effectiveness of our framework through extensive experiments in simulation and in the real world.,https://roboticsconference.org/program/papers/28/
28,Mind Your Steps: A General Learning Framework for Accurate Humanoid Foothold Tracking,Humanoids,10,8,결과,Result,0.93,reported result,"By coupling our policy with different upstream planners, we achieve natural and accurate locomotion in challenging settings, paving the way for loco-manipulation tasks in complex environments.",https://roboticsconference.org/program/papers/28/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,1,1,배경,Background,0.68,opening context sentence,"Humanoid and legged robots interact with the environment through intermittent contacts, making accurate motion estimation fundamentally dependent on reasoning about contact dynamics.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,2,5,방법,Method,0.58,default technical contribution sentence,"However, standard sensing pipelines—whether based on onboard proprioception with Extended Kalman Filters (EKFs) or external motion capture systems—recover only kinematics, while contact forces, contact timing, and inertial parameters remain unobserved.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,3,5,방법,Method,0.58,default technical contribution sentence,"As a result, purely kinematic reconstructions often violate rigid-body dynamics, particularly during contact-rich motions.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,4,4,목표,Goal,0.88,paper goal,"To enable accurate motion estimation from onboard kinematics in real-world deployment, we propose PRIME (Physically-consistent Robotic Inertial and Motion Estimation), a Maximum A Posteriori formulation that refines measured kinematics and actuator commands into a dynamically consistent trajectory while jointly estimating frictional contact forces and physically consistent inertial parameters.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,5,2,문제,Problem,0.88,specific problem,"Our approach incorporates differentiable contact dynamics with smoothed complementarity constraints and an Anitescu-style friction model, yielding a smooth optimization problem that remains stable across contact transitions.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,6,7,검증,Validation,0.88,validation setup,"We evaluate PRIME on contact-rich locomotion with quadrupedal robots and the Unitree G1 humanoid, demonstrating improved trajectory consistency and accurate inertial parameter identification.",https://roboticsconference.org/program/papers/29/
29,PRIME: Physically-consistent Robotic Inertial and Motion Estimation for Legged and Humanoid Robots,Humanoids,7,5,방법,Method,0.88,proposed method,"Beyond improving model-based estimation and control with calibrated inertial parameters, PRIME produces force- and contact-annotated motion reconstructions from real robots in deployment, which can be used to provide high-quality data for downstream learning applications, including large-scale behavior modeling and robot foundation models.",https://roboticsconference.org/program/papers/29/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,1,2,문제,Problem,0.88,specific problem,Humanoid loco-manipulation requires executing precise manipulation tasks while maintaining dynamic stability amid base motion and impacts.,https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,2,3,기존 한계,Prior limitation,0.91,prior limitation,"Existing approaches typically formulate commands in body-centric frames, fail to inherently correct cumulative world-frame drift induced by legged locomotion.",https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,3,2,문제,Problem,0.88,specific problem,"We reformulate the problem as world-frame end-effector tracking and propose HiWET, a hierarchical reinforcement learning framework that decouples global reasoning from dynamic execution.",https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,4,5,방법,Method,0.88,proposed method,"The high-level policy generates subgoals that jointly optimize end-effector accuracy and base positioning in the world frame, while the low-level policy executes these commands under stability constraints.",https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,5,3,기존 한계,Prior limitation,0.88,prior limitation,"We introduce a Kinematic Manifold Prior (KMP) that embeds the manipulation manifold into the action space via residual learning, reducing exploration dimensionality and mitigating kinematically invalid behaviors.",https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,6,8,결과,Result,0.93,reported result,Extensive simulation and ablation studies demonstrate that HiWET achieves precise and stable end-effector tracking in long-horizon world-frame tasks.,https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,7,5,방법,Method,0.88,proposed method,"We validate zero-shot sim-to-real transfer of the low-level policy on a physical humanoid, demonstrating stable locomotion under diverse manipulation commands.",https://roboticsconference.org/program/papers/30/
30,HiWET: Hierarchical World-Frame End-Effector Tracking for Long-Horizon Humanoid Loco-Manipulation,Humanoids,8,8,결과,Result,0.93,reported result,These results indicate that explicit world-frame reasoning combined with hierarchical control provides an effective and scalable solution for long-horizon humanoid loco-manipulation.,https://roboticsconference.org/program/papers/30/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,1,1,배경,Background,0.68,opening context sentence,"High-fidelity motion tracking serves as the ultimate litmus test for generalizable, human-level motor skills.",https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,2,7,검증,Validation,0.88,validation setup,"However, current policies often hit a “generality barrier”: as motion libraries scale in diversity, tracking fidelity inevitably collapses—especially for real-world deployment of high-dynamic motions.",https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,3,7,검증,Validation,0.88,validation setup,We identify this failure as the result of two compounding factors: the learning bottleneck in scaling multi-motion optimization and the physical executability constraints that arise in real-world actuation.,https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,4,5,방법,Method,0.88,proposed method,"To overcome these, we introduce OmniXtreme, a scalable framework that decouples general motor skill learning from sim-to-real physical skill refinement.",https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,5,5,방법,Method,0.88,proposed method,"Our approach uses a flow-matching policy with high-capacity architectures to scale representation capacity without the interference-intensive multi-motion RL optimization, followed by an actuation-aware refinement phase that ensures robust performance on physical hardware.",https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,6,8,결과,Result,0.93,reported result,"Extensive experiments demonstrate that OmniXtreme maintains high-fidelity tracking across diverse, high-difficulty datasets.",https://roboticsconference.org/program/papers/31/
31,OmniXtreme: Breaking the Generality Barrier in High-Dynamic Humanoid Control,Humanoids,7,6,핵심 아이디어,Key idea,0.88,key mechanism,"On real robots, the unified policy successfully executes multiple extreme motions, effectively breaking the long-standing fidelity–scalability trade-off in high-dynamic humanoid control.",https://roboticsconference.org/program/papers/31/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,1,2,문제,Problem,0.88,specific problem,We present a framework for distributed Pose Graph Optimization (PGO) by formulating the problem as a second-order continuous-time dynamical system evolving on Lie groups.,https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,2,2,문제,Problem,0.88,specific problem,"By modeling pose variables as massive particles subject to damping, the equilibrium points of the resulting Riemannian dynamics coincide with first-order critical points of the original PGO problem.",https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,3,3,기존 한계,Prior limitation,0.88,prior limitation,"Using the governing damped Euler-Poincare equations and a semi-implicit geometric integrator, we design an optimization algorithm that generalizes existing algorithms such as Riemannian gradient descent and Gauss-Newton.",https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,4,5,방법,Method,0.88,proposed method,"In multi-robot settings, we present a fully distributed and parallel method based on block-diagonal mass and damping matrices, where each robot solves an ordinary differential equation for its own poses with minimal communication overhead.",https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,5,8,결과,Result,0.93,reported result,"Moreover, modeling both state and velocity enables principled neighbor prediction that significantly improves convergence under delayed communication.",https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,6,6,핵심 아이디어,Key idea,0.88,key mechanism,"Theoretically, we present an analysis and establish sufficient condition that ensures energy dissipation under the employed geometric discretization scheme.",https://roboticsconference.org/program/papers/32/
32,Distributed Pose Graph Optimization via Continuous Riemannian Dynamics,Multi-robot Systems,7,9,비교,Comparison,0.93,comparison to baselines,Experiments on benchmark PGO datasets demonstrate that the proposed solver achieves superior performance compared to state-of-the-art distributed baselines in both synchronous and asynchronous regimes.,https://roboticsconference.org/program/papers/32/
33,Adapting Execution-Time Objectives for Multi-Robot Policies via Collaborative Flow Policy Guidance,Multi-robot Systems,1,7,검증,Validation,0.88,validation setup,Multi-robot teams are increasingly gaining attention due to their ability to scale up in terms of task workloads and complexities.,https://roboticsconference.org/program/papers/33/
